demsharenext	difdemshare
.6827085	.49677145
.69444686	.365417
.76512116	.40782326
.72551656	.54913747
.54013878	.45103309
.54013878	.083135322
.89617401	.56690228
.78639323	.84433377
.71796769	.57278645
.60685438	.31727535
.60522783	.2172288
.36616543	-.23104891
.55590832	.23184058
.61066878	.11181667
.55166525	.22133753
.52276498	.32111016
.58839363	.045529932
.6685251	.20118693
.65387481	1
.54013878	.30774963
.54013878	.083135322
.43225771	-.16250503
.42523566	-.13548458
.39425951	-.14952871
.54807895	.003121227
.45014629	.13480371
.33853084	-.33732447
.39506137	-.19524595
.43376914	-.20987725
.37486842	-.1324617
.30793807	-.2827464
.2751548	-.38412383
.30532473	-.4134948
.37226367	-.28529623
.54013878	-.25547266
.54013878	.083135322
.25446248	-.55599129
.26021403	-.49107504
.33874619	-.47957194
.37500119	-.39430511
.2946403	-.21905684
.37249768	-.28957617
.4144209	-.1306223
.4396421	-.17115819
.43317097	-.12071577
.3380889	-.15996706
.31739315	-.32382223
.39883333	-.34417197
.50721753	-.042254329
.54013878	.022300184
.54013878	.083135322
.26356572	-.45217213
0	-.47286856
0	-1
.27763209	-1
0	-.4447358
.36348099	-.27373919
.40134448	-.11853313
.43676862	-.19731104
.37682763	-.12646279
.32865933	-.25223041
.35254541	-.34268132
.3770079	-.27422032
.59455746	-.44179511
.54013878	.18911493
.54013878	.083135322
.63004452	.26041868
.6266889	.26008904
.48554122	.25607356
.56009603	.096426368
.67692763	.15620452
.37239778	-.2740047
.4618037	.020657033
.51467049	-.076392621
.46783039	.029340982
.48335925	.016567349
.40751299	-.033281535
.44041479	-.16973165
.29403132	-.038735479
.54013878	-.41193736
.54013878	.083135322
.2711505	-.51985627
.2275186	-.45769897
0	-.54496276
.35883442	-1
.28562802	-.2670382
.58322668	.17550707
.37024245	-.12558234
.35144043	-.25951508
.32234934	-.29711914
.65866935	.48847961
.70198572	.31733868
.76979077	.41898978
.75232035	.63413072
.54013878	.5046407
.54013878	.083135322
.98476416	.51916289
.98464358	.96952832
.65593684	.96928716
.53894997	.06184265
1	.077899963
.52195883	.073879808
.5684256	.22114894
.59145075	.13685122
.56019706	.1829015
.64237821	.31689343
.62804121	.28475639
.68496752	.25608242
.59404635	.39893699
.54013878	.18809271
.54013878	.083135322
.19148627	-.3130306
.2125694	-.61702752
0	-.57486117
.49319279	-.025677055
.36611474	-.013614416
.40512112	-.20800987
.43060261	-.037543863
.43016466	-.13879478
.42650536	-.13967064
.3251552	-.13940176
.41970766	-.3496896
.41466585	-.16058469
.55746669	.31878772
.54013878	.1149334
.54013878	.083135322
1	.5851112
.72405803	1
.63264829	.44811606
.48233581	.086487323
.33905396	-.23738751
.38855475	-.32189211
.3675715	-.2228905
.3720113	-.097794384
.380447	-.25597739
.42078987	-.23415938
.56544238	-.054794639
.54013878	.1308848
.54013878	.083135322
.44521502	-.032597661
.37303713	-.10956994
.40610236	-.24740836
.59077448	.3081232
.42244026	-.040702581
.46172106	-.15511945
.4902195	-.076557875
.55267018	.015259832
.61082661	.10534033
.66759199	.23114121
.44167748	.17258778
.54013878	-.11664501
.54013878	.083135322
.47569263	-.051450282
.51321542	.069147587
.58874083	.026430845
.58061671	.17748162
.64516652	.4068788
.63063484	.290333
.69677776	.27298212
.43211919	-.076398373
.54013878	-.13576162
.54013878	.083135322
.47497123	.10757947
.61868376	.30596927
.64792049	.23736754
.63612163	.29584098
.64057285	.3627536
.63607603	.28114569
.68422705	.30049416
.57072246	.24340415
.33958799	-.25545931
.35868007	-.32082403
.40922204	-.28263986
.32321873	-.25467658
.31943494	-.3535625
.38335654	-.34752411
.43029058	-.090860486
.57752395	.30150688
.6728999	.15504786
.67808729	.34579977
.4690392	.084100008
.35288146	-.21202397
.36376309	-.29423705
.40756735	-.27247381
.43527034	-.0061768293
.59802526	.38014388
.66679788	.19605052
.68560553	.33359575
.32523036	-.12782529
.68712109	.45319486
.65813869	.38471401
.61582911	.37760273
.64416569	.50559294
.72215492	.28833136
.7780692	.4443098
.72581649	.69823825
.8456496	.45163295
.90962464	.6912992
.92305452	.88260514
.58654356	.84909034
.95480025	.17308712
.96398526	.91283071
.96048057	.92797053
.93765682	.92096114
.85669059	.51467896
.8711037	.73036188
.46425715	.036005586
.55277133	.23114797
.68312562	.10554266
.66555029	.37443706
.59157336	.34566292
.65362388	.18314672
.74723339	.30724773
.84676123	.75036573
.86002511	.69352245
.88160247	.74199039
.83829182	.65958738
.8274492	.67658365
.78215313	.65489841
.94071752	1
.89390284	.88143504
.45446074	.058179945
.4855192	.075518221
.56449354	-.028961569
.59084249	.17222542
.51988542	.18277442
.54035288	.039770842
.68940622	.080705792
.58865976	.051880836
.65191859	.18413344
.68904024	.30383721
.66176629	.28818724
.62230796	.32353261
.70926958	.24461591
.65337086	.083217978
.72475123	.33317611
.44173017	.042166352
.39968178	-.04295361
.48043808	-.20063642
.44304457	-.039123803
.27966881	-.17857012
.31688058	-.44066238
.3199667	-.36623883
.34211761	-.18465427
.3313058	-.31576478
.32032508	-.3373884
.48449287	-.27955604
.50286186	-.031014234
.59204274	.0057237148
.93573272	.50437343
.81746942	.87146544
.65588903	.44891644
.61791456	.46378791
.76076871	.23582914
.71204555	.52153742
.56240779	.27433118
.55358195	.12481558
.68831855	.10716394
.76945299	.72068
.83998841	.53890598
.79639548	.67997682
.70361078	.27123657
.61277056	.40722159
.66343957	.22554111
.64122373	-.088609964
.73971796	.28244743
.64575303	.39738393
.62014323	.43419814
.73111737	.2402865
.71728235	.46223471
.57034576	.66747081
.59692776	.14069152
.56152922	.19385555
.39402702	-.067698359
.3381232	-.21194598
.33027896	-.3237536
.24615385	-.50191593
.26319101	-.50769234
.33310276	-.473618
.33408916	-.4988054
.30116832	-.30877769
.7176711	.47343209
.71660548	.56889844
.8302896	.433211
.54446441	.6605792
.80850196	.71861589
.83141536	.61700392
.87261504	.66283071
.84769386	.97383916
.86300659	.69538772
.85078162	.72601318
.80203068	.56726277
1	.61597329
.7992509	1
.82590908	.59119081
.92917544	.67548525
.59321892	.30101538
.59529603	.36848554
.74588513	.19059205
.67160827	.4917703
.59890008	.32202804
.62779433	.19780013
.73861539	.25558868
.80541086	.73085666
.85962284	.61082172
.84665161	.71924567
.78734702	.42611352
.74643165	.57469404
.79105771	.50628448
.36077055	-.29858184
.31354704	-.2615377
.51784045	.10734379
.54033691	.20654154
.67035258	.080673814
.60045248	.34070519
.59859794	.27722275
.64439499	.19719589
.75773263	.28878999
.72152287	1
.75327837	.44304577
.73081279	.50655675
.71638358	.35090351
.66077775	.43276712
.71213531	.33130267
.63401538	.32197192
.74599266	.26803073
.3347601	-.16260052
.35552874	-.14514303
.45660326	-.28894255
.42911419	-.086793453
.30559191	-.216804
.33203399	-.38881621
.37760884	-.33593202
.50047094	.017433286
.50182271	.0009418726
.39259863	.0036453903
.24879849	-.45240811
.27519593	-.50240302
.30785358	-.44960818
.30907625	-.50101578
0	-.3818475
.43268159	.015601903
.44537717	-.017835379
.56744844	-.10924566
.53977787	.13489687
.50900882	.13718355
.55762631	.01801765
.71943992	.11525258
.67393947	.44706225
.73725963	.34787896
.69802916	.47451922
.70695454	.25217843
.64508277	.41390908
.53617948	.29016557
.48231614	-.21254933
.41190261	-.035367727
.43808636	-.052724123
.53170401	.082082629
.6076476	.063408047
.50783634	.21529523
.30921099	-.17183101
.29564938	-.38157806
.37907326	-.40870127
.27161783	-.22181726
.20459665	-.45676434
.25911397	-.59080672
.22286612	-.55599427
.24818064	-.55426776
0	-.50363874
.71594942	.31839284
.60361546	.45015013
.25896481	-.36001933
.28418905	-.39198995
.32894078	-.43162191
.33992556	-.34211847
.23988874	-.15645465
.27264014	-.52022254
.42027226	-.45471969
.3030268	-.090151429
.3883611	-.36495078
.28345907	-.22327781
.26607621	-.34001341
.29839304	-.46784759
.3419562	-.40321389
.4006575	-.4623135
.38984418	-.19868496
.25764543	-.36624178
.29428893	-.44768247
.35673097	-.41142213
.36228454	-.28653809
.2826038	-.17955852
.28870115	-.4347924
.34468678	-.42259774
.2557475	-.33193946
.24932513	-.48850501
.23207876	-.50134969
.47630116	-.24328029
.26292148	-.047397703
.33095402	-.47415701
.35605755	-.52960205
.30237648	-.28788486
.36700618	-.12863758
.35421774	-.2566185
.47485828	-.29156455
.49547741	-.050283432
.27719089	-.16888139
.31286815	-.44561818
.31116351	-.37426367
.46089229	.064147472
.37616888	-.07821545
.23253602	-.24766228
0	-.46451092
.28275964	-1
0	-.4344807
.42667848	-.36300406
.38423237	-.14664304
.32705063	-.17026219
.36271361	-1
.38630238	-.27457282
.37677833	-.22739521
.26994094	-.12759706
.32653829	-.46011814
.33232334	-.34692344
.32081795	-.26771593
.3450419	-.35836411
.32579681	-.30931941
.33139664	-.1685504
.36071932	-.33720672
.54585779	-.27856135
.39708808	-.41272727
0	-.20582381
.33198795	-.25557533
.35055816	-.29959556
.38993093	-.29888368
.38666183	-.22013816
.32570025	-.12874994
.34731093	-.34859952
.37746975	-.30537811
.41787359	-.029547334
.2937853	-.16425285
.34171242	-.41242936
.5564695	.13344407
.64868182	.11293903
.66515034	.29736364
.51912636	.090632409
.51559216	.046579808
.38410372	-.041946918
.41203484	-.14903566
.40520367	-.17593029
.40738228	-.18959269
.41559613	-.079711527
.39113572	-.16880774
.33939984	-.21772859
.42271149	-.095152259
.34120306	-.15457702
.37850934	-.31759384
.37394699	-.22100532
.45293254	-.25210604
0	-.094134927
.40746844	-.20944643
0	-.18506312
.41036841	-.080043346
.44188187	-.12992811
.49541941	-.11623624
.49411592	-.0091611445
.47702172	.048113257
.36521927	-.045956582
.31841055	-.2695615
.31501308	-.30585897
0	-.36997387
.26626161	-1
.66414213	.04518497
.64237928	.32828426
.66297823	.28475857
.66679835	.16773245
.58287787	.34845665
.40699527	-.061382532
.40354097	-.25805172
.44523036	-.19291806
.44428945	-.10953927
.37794632	-.096247226
.33813784	-.24410737
.32456335	-.32372436
.36428747	-.096605331
.30364937	-.27142504
.43992794	-.39270127
.68096876	.22533572
.68872732	.36193752
.6619994	.37745461
.4974274	.096803039
.38706231	-.0051451921
.52797228	.062309742
.53482151	.095633894
.58766717	.069643021
.54737574	.17533433
.56197482	.29961574
.54145527	.12394965
.62482804	.082910568
.25536725	-.31575426
.21725409	-.48926553
.32441661	-.5654918
.503613	.2031213
.52596897	.0072259903
.66044658	.051937938
.39291066	-.063628435
.37738565	-.24077272
.39524037	-.24522868
.38581812	-.20951927
.36657012	-.05904302
.35687304	-.26685977
.41005024	-.28625393
.61433077	.19669786
.46009588	.22866154
.31151128	-.079808235
.53232634	.0050574541
.64877546	.064652681
.83731043	.29755092
.44057745	-.035053968
.47435695	-.058819056
.50071901	-.051286101
.51568103	.0014380217
.56432551	.091124177
.53984606	.12865099
.53965193	.079692096
.78626841	.60985887
.74169123	.57253683
.64376754	.48338246
.44681904	-.012895435
.68211114	.38309383
.76053464	.36422232
.72215009	.52106929
.71484387	.5143491
.71318078	.42968777
.74222291	.42636156
.67376053	.19106185
.65629745	.3475211
.49118027	.31259486
.64861572	.39002419
.53832859	.052208066
.58217347	.076657176
.57897347	.16434693
.48822692	-.037398249
.46159315	.033906627
.52555835	.22065571
.52555734	.23276284
.66432512	.053493947
.64714307	.33432955
.5830406	.27679154
.56736851	.16608119
.65636808	.13694841
.71304977	.37269494
.80256182	.42609954
.72011471	.60938227
.73439938	.41857725
.77094358	.47777373
.66034299	.54188716
.69157952	.12911823
.72509664	.39942932
.42158812	-.11262518
.37427342	-.19174218
.47770557	-.24800885
.42209935	-.044588834
.42503521	-.057792187
.44941422	-.14992955
.49616858	-.10117152
.54757792	.22125101
.56525677	.10294467
.54058856	.20277411
.61860228	.071426332
.53200978	.24418417
.59371328	.064019561
.3997736	-.089336753
.38011882	-.1785394
.46426567	.044764608
.46931237	-.01192382
.5693115	-.06137526
.52423692	.13862297
.55771852	.21299365
.52239418	.11543703
.5753901	.044788361
.56899667	.28108907
.55528128	.13799331
.45019776	.12248191
.49788538	-.050866455
.45711645	-.00030818582
.50891578	-.08576712
.57922477	.10366508
.58095229	.17023292
.43121496	.025039852
.36336151	-.20125175
.49904111	-.27110144
.41843399	-.0019178092
.36515713	-.041654795
.4858124	-.26968575
.51874089	-.028375179
.44585559	.053176105
.33758801	-.0978944
.39095098	-.30602556
.30023265	-.22344792
.37853554	-.39534169
.60588151	-.24292889
.39320761	-.10855404
.3669039	-.19051379
.45275351	.051624924
.43119302	-.068815559
.53682142	-.13308331
.49997193	.07364282
.51108027	.10359618
.37035409	.0221605
.44004443	-.25929186
.38255641	-.13105536
.32385761	-.23488721
.38302231	-.35228479
.51454997	-.36398003
.56317014	.033731252
.53142244	.12634024
.30115911	-.41217476
.36027291	-.29185119
.47227103	-.0036263466
.44786569	-.050480634
.51479691	-.10222223
.4803111	.029593855
.3355121	-.082716584
.35108852	-.32175624
.39322236	-.29782295
.54910785	.048680037
.52184129	.098215699
.5022952	.045497417
.30855542	-.45977449
.27113479	-.37497187
.36526534	-.45773041
.23137243	-.54060698
.16755845	-.5178529
.49325681	.083268374
.4276599	-.10991943
.46220911	-.14468023
.39867455	-.075581789
.45670378	-.083175093
.40233323	-.086592436
.42916906	-.1952562
.37304688	-.15013316
.43690747	-.25390625
.33155513	-.12618506
.31607312	-.35818002
.38264495	-.35180038
.42218053	-.2347101
.34647828	-.30204618
.28135005	-.27308899
.51049513	.11293641
.50050205	.046284407
.61492151	.0036400259
.53214288	.22984302
.48913682	.12934819
.45541602	-.02172637
.47407612	-.089167953
.50462908	.068430305
.48006865	.0092581511
.4483633	-.039862722
.53024256	-.0018266737
.61814535	.065003961
.54721802	.23629066
.48303041	-.048613667
.45980221	-.016642123
.44616094	-.038406134
.46287718	-.033168942
.50298703	-.071248382
.49418756	.0059740245
.53833413	.088288456
.54423243	.076668292
.62495297	.088464856
1	.42147899
.65633619	1
.64368564	.31267238
.71904498	.30600932
.70718604	.4423773
.68992817	.41437212
.56480664	.040643096
.50756103	.13965985
.40470666	-.061820865
.43324783	-.1251249
.50746083	-.12961075
.42873403	.014921635
.36601251	-.0089366436
.46125412	-.26797497
.49199051	-.07749176
.59837866	.087303281
.56097507	.19675735
.53373826	.13265824
.57748854	.18463027
.60544318	.16576037
.66431695	.21088636
.52945197	.069133282
.58342546	.081106871
.43029979	.022577733
.40455067	-.10096639
.52089322	-.18895644
.46191821	.041786402
.5574584	.00986588
.53081465	.11491677
.58313918	.061629295
.60406339	.04967773
.57244444	.2140426
.57253909	.1460802
.82189602	.67395914
.86094135	.76998281
.90360838	.7218827
.88438737	.81024754
.8421427	.68054855
1	.6842854
.88165921	1
.92370152	.8204847
.92874312	.85834152
.94668621	.85748625
.89152217	.79197109
.91195822	.79314059
.89276052	.83361399
.70689183	.14882523
.5867058	.43440783
.39027527	-.12748724
.36592495	-.19715849
.40833002	-.26486927
.40212443	-.18005407
.48955309	.0098896325
.44892988	-.020893812
.37473109	-.094533294
.4957442	-.068688452
.31616837	-.0017940998
.41404429	-.35941106
.40961334	-.38178298
.44741538	-.18077329
.33171964	-.099142402
.32960373	-.51540279
.29759574	-.32330364
.37637296	-.20670736
.35771471	-.19248545
.39189237	-.28006399
.39237824	-.21244609
.47752774	.053616047
.34843212	-.044944525
.43734306	-.30313575
.48563403	-.036058277
.51333302	-.020238817
.52013522	.026666015
.60369027	.058597833
.57342112	.2073805
.57855219	.14684224
.29471233	-.50323129
.24713485	-.39141259
.30761403	-.31471056
.38038075	-.24636355
.39808393	-.2392385
.37501717	-.2003684
.32224986	-.085799098
.3437199	-.35550025
.38100225	-.3125602
.38753846	-.075967818
.28277475	-.21267739
.23974088	-.42364401
.36639556	-.33887768
.29152963	-.25269356
.42231092	-.41694072
.32715219	-.4766947
0	-.327887
.32920682	-.22199112
.32858944	-.26517749
.36243728	-.34282112
.33078793	-.27399918
.31456399	-.22442842
.37154543	-.37087202
.38494769	-.25597757
.4622952	.091999024
.48730689	-.071145564
.45802924	-.0070839524
.28762263	-.24219257
.27400985	-.42475474
.24582334	-.45198026
.69999355	.33712846
.71197182	.41796511
.46312559	-.005313307
.49034363	.025395602
.4766497	-.017274797
.43310204	-.044577599
.3273688	-.13119563
.35866478	-.34526241
.39745617	-.28267041
.52739412	.004314065
.56732625	.062473327
.49380401	.1346525
.56672716	.056955606
.58929235	.13345435
1	.19305053
.30698895	-.47954658
.28072587	-.37040454
.36636132	-.18717837
.46314174	-.057855934
.50671858	-.073716521
.5330618	.016066581
.45911807	.31440079
.3934212	-.081763864
.29221469	-.21315756
.69973308	.31496295
.76634264	.41647801
.92753184	.54852808
.79596925	.86306047
.75765657	.60058033
.68380201	.52121037
.42892185	-.32845768
.40080822	-.12128338
.38668528	-.24237978
.35609794	-.25701225
.37807256	-.28448313
.37644315	-.24385488
.30146626	-.094855666
.31161654	-.39706746
.34144917	-.37676692
.59007567	.11432174
.66569185	.18648463
.60742974	.33138373
.72636294	.28838262
.72078681	.45272592
.68605459	.44157362
.5376507	-.067209482
.57406437	.096222728
.44990125	-.18036604
.44022992	-.11762571
.43140781	-.11954013
.40284744	-.13566631
.3329064	-.14863098
.3252807	-.33418718
.35069594	-.34943864
.2939471	-.14415181
.3040162	-.40567762
0	-.39196762
.35579449	-.42130098
.30217019	-.28841102
.45244095	-.39565966
.59196842	.041945487
.5593794	.20382977
.33755073	-.27593654
.3440021	-.22796369
.38698715	-.31199583
.37791792	-.22422522
.32564247	-.13239047
.34070075	-.34871507
.40865153	-.31859851
.42810109	-.077790022
.51481307	-.13676587
.52411222	.029626161
.4884823	-.0062679052
.26398101	-.023035407
.33202496	-.46340349
.54377276	.24529731
.52413213	.1080144
.3321977	-.27928376
.43920311	-.098340541
.47616959	-.1215938
.45099187	-.046294808
.48191229	.065238237
.41210097	-.0361754
.38381153	-.17579806
.44826475	-.02140218
.45077866	-.09923771
.33850628	-.098442674
.36574212	-.17242146
.39981702	-.26405922
.38725585	-.19665548
.35904676	-.37712088
.33704895	-.25259787
.38272312	-.13792288
.43662128	-.11798978
.42887253	-.12675741
.39116836	-.14147007
.65118307	.49682379
.70342362	.30236614
.76142997	.41053772
.524225	.44633156
.54911727	.052463979
.55344766	.098234564
.66353482	.17410657
.53597426	.32706967
.64701658	.081160754
.5740121	.054001063
.55865026	.16863403
.61434877	.25311667
.69763523	.32128111
.72717822	.39527047
.71374011	.45737398
.83035606	.71917081
.86424321	.66071212
.86152726	.72848642
.89005947	.76253748
.79212666	.79397357
.91548955	.58425331
.85169089	.73249125
.86967629	.71357733
.80134773	.75462735
.56579578	.067560136
.58139938	.15267339
.51532829	.14206105
.56777763	.1662569
.64233905	.13555524
.62684125	.28570202
.59728712	.33827972
.63048643	.19457424
.7004928	.26097283
.66496974	.44154206
.67361403	.33716425
.53260326	.34722802
.72891486	.18831387
.62559974	.46182451
.63609844	.2626676
.85862201	.6486541
.86935067	.73802882
.6405955	.30405375
.74054676	.45527947
.7848841	.48245767
.79420656	.57271093
.67828	.41904947
.71049941	.35656002
.79945868	.42099881
.73991168	.5731945
.79583251	.49281612
.67670363	.6019541
.75232601	.19861937
.63839555	.51028842
.61195928	.29072523
.88370818	.69975001
.86962998	.78524637
.60690349	.25631094
.64090073	.36170533
.71791172	.28475085
.66029346	.43950993
.62682384	.46925953
.7387861	.25364769
.79138511	.48015156
.75888091	.57254797
.76482153	.5320062
.698834	.54511356
.77822095	.27985898
.97388071	.5564419
.66583341	.94776142
.62039423	.19382489
.66613328	.26352271
.44128349	-.059056699
.53300983	.04606843
.60267103	.06793794
.57590324	.20785478
.69181281	.45792103
.74827754	.38362563
.79667705	.50018197
.64252621	.40086088
.90868914	.29788059
.73078138	.81737828
.76449007	1
.70195264	.53973079
.69691241	.4159919
.4327434	-.0776124
.47118527	-.13451323
.44023934	-.055037379
.32176036	-.1907934
.39690331	-.35647929
.35395974	-.20170471
.66120464	.18554196
.74465406	.33361796
.65250319	.50148225
.26228365	-.59737575
.22409564	-.47543266
.3363747	-.53624648
.42960584	.067837834
.4196713	-.14078832
.40515494	-.16065741
.32551798	-.26021007
.28708905	-.34132913
.25917125	-.4258219
.50008214	.16231273
.51930016	.00016429706
.53179199	.039806858
.40954694	-.03290689
.3527846	-.28625873
.43362847	-.29443082
.41103867	-.13274309
.47071743	.037670851
.32772329	-.05856514
.30870849	-.34455338
.33622196	-.018834531
.33869964	-.3114396
.23185101	-.30589741
.617266	.14833057
.56463873	.234532
.51086468	.12927744
.43364739	-.12166882
.47013599	-.10806966
.47349814	.056987971
.34535232	-.16756713
.45268741	-.30929539
.42578205	-.094625145
.29283246	-.21087828
.32605743	-.4143351
.44123513	-.34788513
.51374704	-.067008853
.52355605	.027494073
.58724362	.047112107
.29256138	-.37232831
.2768521	-.41487721
.35582209	-.44629577
.22628559	-.54884505
.24206309	-.49383944
.54459918	.16392592
.40964645	-.051600248
.47603297	-.1807071
.37956369	-.047934055
.46205512	.040459037
.218421	-.075889736
.22801122	-.56315804
.2330059	-1
.53807235	-.46086645
.57265282	.094311863
.73653334	1
.76890534	.47306672
1	.53781068
.64144224	.18590987
.69319302	.30545735
.33242479	-.11459824
.31182963	-.35204914
.38987049	-.37634075
.34625524	-.22025904
.36400089	-.11336732
0	-.27199826
.35600907	-.99939775
.29940391	-.23059535
.31504384	-.40119219
.27656871	-.36991236
.17083366	-.54997945
0	-.58046448
.38290253	-.99665082
.30337062	-1
.36190611	-.34471223
.4250856	-.042878866
.37676746	-.19072366
.46084872	-.24646509
.32694587	-.078302592
.24674842	-.31777239
.28809845	-.50650322
.28853691	-.42380309
.32559094	-.25092599
.37382337	-.34881815
.29636326	-.25235328
.34971952	-.25160512
.39387205	-.30056095
.25128376	-.21225587
.34030262	-.46726489
.33310562	-.27134487
.5084393	.061649084
.54500526	.043572307
.62001783	.090010494
.44806397	.24003565
.32075831	-.20100811
.27631143	-.3584834
.32174668	-.44737712
.38515255	-.37640369
.35113335	-.22969487
.45404074	-.29773331
.27854869	-.48234913
.25691903	-.42420939
.28800073	-.48616195
.51325738	-.018992424
.56961834	.026514739
.31563827	-1
.34054768	-.27782357
.39486134	-.31890464
.34553862	-.21027732
0	-.13525224
.3620781	-1
.30633634	-.27584383
.35148478	-.32727018
0	-.29703045
.23883891	-1
0	-.49952793
.26123199	-1
.37916338	-.47753599
.26361895	-1
.27703112	-.41491264
.37272131	-.08986032
.36547405	-.26095569
.38732955	-.26905191
.3232677	-.22534087
.32948521	-.23519015
.28625423	-.34102955
0	-.42748457
.28770986	-.044811696
.28589907	-.39881131
.24033479	-.42817548
0	-.53757346
.24149807	-.68068707
.38880023	-.51700389
.26071975	-1
.29250765	-.44205591
.3242856	.075659752
.55249155	.028671265
.61598551	.10498306
.56868684	.23197103
.60757601	.25791621
.57400554	.21515203
.70916861	.14801106
.54200476	.056518048
.63387489	.10192952
.39860111	.33044869
.77516162	.11600399
.81293726	.55032325
.77691585	.62624604
.77085763	.50677681
.81184942	.56284618
.34788555	-.15725434
0	-.23325205
.52944362	-1
.52535182	.058887213
.47979653	.047715664
.30749246	-.040406942
.334705	-.3850151
.3123621	-.40732494
.26076892	-.37527582
.25634736	-.47846213
.29559642	-.45956728
.28366223	-.40880716
.36773327	-.43267551
.49061078	-.13236839
.66771758	.027370155
.46872976	-.016986877
.41580182	-.30546668
.5030607	-.16839635
.51026577	.0061214268
.30692726	-.1073176
.24654438	-.38614547
.31752738	-.50691128
.28257975	-.21037185
.28305167	-.43484047
.27618036	-.39789295
.72450334	.33513665
.61491996	.47587293
.65719151	.22983992
.81227517	.54429615
.80411738	.65980893
.35938796	-.042569995
.38216528	-.23001397
.45621482	-.23566946
.3932592	-.087570339
.3582871	-.10808611
.32433838	-.28342581
.42327163	-.35132325
.45661765	-.017242432
.43063843	-.0079810023
.52557009	-.13872313
.26599309	-.38922453
.19862011	-.46801385
.28014275	-.60275972
.33172166	-.33341089
.32826909	-.30705374
.29132637	-.18302163
.29316369	-.18229756
.41055003	-.41367266
.48565879	-.17889997
.34471405	-.094899982
.38124594	-.31057191
.38288927	-.23750815
.66018462	-.15093136
.65146118	.35576692
.63824797	.3029224
.62816876	.3633858
.69807142	.25633752
.56672245	.39614284
.60812664	.035436541
.61547297	.25186399
.47828352	.14971662
.41112456	-.092368096
.39870134	-.17775086
.38500354	-.20259735
.40352586	-.09339866
.44879705	-.19294831
.56429702	-.10209972
.74093115	.50851977
.72453749	.49781352
.64869618	.44907495
.53724593	.42709577
.74734455	.074491858
.59558219	.49468911
.54345739	.038666517
.62722021	.12621102
.61603975	.12713155
.39475188	-.08032921
.42738628	-.21049628
.48776621	-.14522743
.40088639	.32254478
.26599959	-.19822726
.2943905	-.46461841
.34498808	-.23007309
.28901055	-.31002381
.27405152	-.42197886
.363204	-.42773429
.24856946	-.273592
.40799433	-.50286114
.2920191	-.41678378
.28487781	-.41596183
.49327809	.05264616
.44791588	-.16586614
.42580616	-.10416827
.37479585	-.14838767
.38902295	-.043817967
.40440339	-.22195411
.43759826	-.19117564
.31978104	-.31206432
.21989435	-.34868547
.2073116	-.5602113
.23661727	-.44694531
.21444258	-.52676547
.41090128	-.5711149
.27995875	-.49994266
.35998213	-.40725198
.357544	-.057803899
.3350307	-.29266179
.51689136	-.32993862
.4695527	.033782691
.44665301	-.029823422
.35084525	-.10669398
.34482867	-.29830304
.43203506	-.054948419
.32616726	-.13592991
.27097359	-.34766546
.72255409	.078951865
.77138811	.44510818
.77714318	.54277623
.90963376	.54814172
.68193871	.81926751
.50778288	.082857847
.59553963	.14540982
.71545494	.19107923
.65551871	.43090987
.64148855	.37616169
.60271847	.2829771
.68292904	.20543694
.6290614	.31242383
.59502584	.38295466
.76096708	.1900517
1	.51750278
.77619094	1
.74279386	.55238187
.4632681	-.079506516
.39730939	-.038628459
.63799453	.36131263
.68722129	.35034478
.7501682	.37444258
.68853027	.50033641
.71873039	.52637768
.69649541	.43746075
.58447146	.39301133
.50243753	.45445752
.49325776	.023480356
.41926384	-.013484478
.54780269	.12485862
.70489967	.095605344
.64770103	.40979934
.40982258	-.04992193
.33576772	-.13718557
.7421363	1
.65253973	.35316098
.79434139	.30507943
.67785841	.58868277
.76053929	.48852801
.72378778	.52107859
.81314194	.44757557
.80987245	.73860121
1	.64137208
1	1
.84863502	.99279213
.82582361	.69727004
.73347682	.65164721
.75448376	.51898813
.71632159	.51981008
.80369925	.43264315
.72969121	.60739851
.81687874	.8022505
.74719507	.63375747
.77615368	.4943901
.83833218	.63905215
.86076504	.7249102
1	.72153008
.81551701	.67618179
.85678321	.63103402
.79952651	.71356642
.37277085	-.093432069
.33303374	-.16695964
.44702169	-.33393252
.43091959	-.10595658
.44125688	-.13273275
.5471164	-.11748624
.71522033	.094232827
.72732466	.57300222
.66040343	.48555082
.55208838	.42705852
.31047839	-.35080525
.33482057	-.37904322
.32682517	-.33035886
.26777476	-.34433568
.48048639	-.46445048
.39767215	-.039027214
.7320103	.042540163
.74771702	.46402061
.99995846	.49543405
.41503844	.032299001
.29649019	-.16992316
.45093432	-.40700626
.460935	.040581703
.4285706	.043432236
.39512107	-.14285883
.43665764	-.20957638
.42815077	-.043118477
.42931896	-.088834643
.50581491	-.14136207
.47297472	.01162979
.48963034	.030375838
.49111265	-.020739317
.60927558	-.017774701
.64902717	.40979433
.54488182	.30856463
.5623939	.089763612
.74256134	.1242089
.76163942	.50156844
1	.52327883
.49084091	-.0065944791
.42799214	-.018318176
.42201939	-.082304507
.44676766	-.079842478
.52090389	-.10646465
.53370225	.041807741
.58031052	.27223215
.59880131	.16062102
.68486923	.19760266
.65603703	.29540122
.57676858	.31207404
.53979164	.16336113
.55537146	.27311286
.58504081	.11304399
.46764857	.17008162
.41027668	-.4055441
.52921486	-.16375116
.41044536	-.3877148
.3879796	-.24119508
.48796353	-.22404084
